thoi_gian,y_t
2019-03-20,427.5
2019-03-21,427.82124999999996
2019-03-22,427.7629166666666
2019-03-23,427.7266666666667
2019-03-24,427.77458333333334
2019-03-25,427.66375
2019-03-26,427.56708333333336
2019-03-27,427.5108333333333
2019-03-28,427.4220833333333
2019-03-29,427.49
2019-03-30,427.7704166666667
2019-03-31,427.8933333333334
2019-04-01,427.71583333333336
2019-04-02,427.6991666666667
2019-04-03,427.615
2019-04-04,427.53
2019-04-05,427.42
2019-04-06,427.31166666666667
2019-04-07,427.2283333333333
2019-04-08,427.1858333333333
2019-04-09,427.5391666666667
2019-04-10,427.87083333333334
2019-04-11,427.9170833333333
2019-04-12,428.09874999999994
2019-04-13,428.27624999999995
2019-04-14,428.3954166666667
2019-04-15,428.3025
2019-04-16,428.26125
2019-04-17,428.58458333333334
2019-04-18,428.55708333333337
2019-04-19,428.45125
2019-04-20,428.3125
2019-04-21,428.22375000000005
2019-04-22,428.1016666666667
2019-04-23,427.99875
2019-04-24,427.7941666666666
2019-04-25,427.62000000000006
2019-04-26,427.5604166666667
2019-04-27,427.5833333333333
2019-04-28,427.7654166666667
2019-04-29,427.65291666666667
2019-04-30,427.68041666666664
2019-05-01,427.5620833333333
2019-05-02,427.46125
2019-05-03,427.55583333333334
2019-05-04,427.49875
2019-05-05,427.5391666666667
2019-05-06,427.455
2019-05-07,427.2170833333334
2019-05-08,427.1779166666667
2019-05-09,427.20458333333335
2019-05-10,427.4995833333333
2019-05-11,427.8570833333333
2019-05-12,427.82375
2019-05-13,427.7695833333333
2019-05-14,427.71000000000004
2019-05-15,427.71625
2019-05-16,427.9145833333334
2019-05-17,427.93041666666664
2019-05-18,427.9195833333333
2019-05-19,427.83750000000003
2019-05-20,427.72291666666666
2019-05-21,427.60249999999996
2019-05-22,427.5408333333333
2019-05-23,427.78125
2019-05-24,427.7654166666666
2019-05-25,427.68
2019-05-26,427.59833333333336
2019-05-27,427.53375
2019-05-28,427.54333333333335
2019-05-29,427.77708333333334
2019-05-30,428.0325
2019-05-31,428.32375
2019-06-01,428.23333333333335
2019-06-02,428.1933333333333
2019-06-03,428.1670833333333
2019-06-04,428.10999999999996
2019-06-05,428.04749999999996
2019-06-06,427.965
2019-06-07,427.8925
2019-06-08,427.7991666666667
2019-06-09,427.6991666666667
2019-06-10,427.58625
2019-06-11,427.54583333333335
2019-06-12,427.605
2019-06-13,427.5954166666667
2019-06-14,427.73125
2019-06-15,428.03833333333336
2019-06-16,428.04791666666665
2019-06-17,428.00333333333333
2019-06-18,428.0195833333333
2019-06-19,428.14875
2019-06-20,428.06791666666663
2019-06-21,428.18666666666667
2019-06-22,428.34625
2019-06-23,428.24583333333334
2019-06-24,428.1041666666667
2019-06-25,428.0470833333333
2019-06-26,427.96791666666667
2019-06-27,428.03458333333333
2019-06-28,428.33833333333337
2019-06-29,428.3616666666667
2019-06-30,428.28458333333333
2019-07-01,428.14625
2019-07-02,428.0741666666667
2019-07-03,427.96958333333333
2019-07-04,427.87833333333333
2019-07-05,427.78833333333336
2019-07-06,427.80333333333334
2019-07-07,427.77416666666664
2019-07-08,427.66625
2019-07-09,427.74125000000004
2019-07-10,427.81708333333336
2019-07-11,427.89000000000004
2019-07-12,427.83708333333334
2019-07-13,427.91041666666666
2019-07-14,428.145
2019-07-15,428.2516666666667
2019-07-16,428.1929166666667
2019-07-17,428.12375
2019-07-18,428.02708333333334
2019-07-19,427.9270833333333
2019-07-20,427.83
2019-07-21,427.71000000000004
2019-07-22,427.55958333333336
2019-07-23,427.4241666666667
2019-07-24,427.3254166666666
2019-07-25,427.66833333333335
2019-07-26,427.78125
2019-07-27,427.875
2019-07-28,427.82708333333335
2019-07-29,427.7966666666667
2019-07-30,427.78833333333336
2019-07-31,427.7325
2019-08-01,427.59791666666666
2019-08-02,427.8254166666666
2019-08-03,428.0
2019-08-04,427.925
2019-08-05,427.805
2019-08-06,427.6875
2019-08-07,427.59916666666663
2019-08-08,427.49
2019-08-09,427.36999999999995
2019-08-10,427.3029166666667
2019-08-11,427.52208333333334
2019-08-12,427.3958333333333
2019-08-13,427.40166666666664
2019-08-14,427.4704166666667
2019-08-15,427.5195833333333
2019-08-16,427.425
2019-08-17,427.3258333333333
2019-08-18,427.4120833333333
2019-08-19,427.21791666666667
2019-08-20,427.0608333333333
2019-08-21,427.36999999999995
2019-08-22,427.58958333333334
2019-08-23,427.6275
2019-08-24,427.685
2019-08-25,427.7629166666666
2019-08-26,427.6525
2019-08-27,427.6483333333333
2019-08-28,427.66875
2019-08-29,427.80375
2019-08-30,427.58375
2019-08-31,427.295
2019-09-01,427.18875
2019-09-02,427.3241666666667
2019-09-03,427.27
2019-09-04,427.19250000000005
2019-09-05,427.12041666666664
2019-09-06,427.15958333333333
2019-09-07,427.41291666666666
2019-09-08,427.3283333333333
2019-09-09,427.22875
2019-09-10,427.4004166666667
2019-09-11,427.6620833333333
2019-09-12,427.805
2019-09-13,427.81750000000005
2019-09-14,427.63958333333335
2019-09-15,427.3020833333333
2019-09-16,427.18375
2019-09-17,427.3283333333334
2019-09-18,427.4508333333333
2019-09-19,427.5820833333333
2019-09-20,427.7791666666667
2019-09-21,427.7679166666667
2019-09-22,427.6670833333333
2019-09-23,427.3666666666666
2019-09-24,427.20125
2019-09-25,427.12875
2019-09-26,427.2695833333333
2019-09-27,427.205
2019-09-28,427.09833333333336
2019-09-29,427.3025
2019-09-30,427.1858333333333
2019-10-01,427.2691666666667
2019-10-02,427.19416666666666
2019-10-03,427.43291666666664
2019-10-04,427.5470833333333
2019-10-05,427.7191666666667
2019-10-06,427.6641666666667
2019-10-07,427.51375
2019-10-08,427.64208333333335
2019-10-09,427.64166666666665
2019-10-10,427.3925
2019-10-11,427.3575
2019-10-12,427.3595833333333
2019-10-13,427.27125
2019-10-14,427.04749999999996
2019-10-15,427.1675
2019-10-16,427.3441666666667
2019-10-17,428.2929166666667
2019-10-18,428.8008333333333
2019-10-19,428.27666666666664
2019-10-20,428.14375
2019-10-21,428.09
2019-10-22,427.97166666666664
2019-10-23,428.01208333333335
2019-10-24,427.8825
2019-10-25,427.3308333333334
2019-10-26,427.15708333333333
2019-10-27,427.04041666666666
2019-10-28,427.0325
2019-10-29,427.26666666666665
2019-10-30,427.0804166666667
2019-10-31,428.3229166666667
2019-11-01,428.68833333333333
2019-11-02,427.945
2019-11-03,427.7945833333333
2019-11-04,428.1504166666667
2019-11-05,428.1333333333334
2019-11-06,428.1379166666666
2019-11-07,428.1358333333333
2019-11-08,428.14916666666664
2019-11-09,428.1854166666667
2019-11-10,428.0095833333333
2019-11-11,428.02250000000004
2019-11-12,428.61833333333334
2019-11-13,428.68333333333334
2019-11-14,428.73
2019-11-15,428.59625
2019-11-16,428.58375
2019-11-17,428.565
2019-11-18,428.52875
2019-11-19,428.5295833333333
2019-11-20,428.4483333333333
2019-11-21,428.05708333333337
2019-11-22,427.78583333333336
2019-11-23,427.6041666666667
2019-11-24,427.6679166666667
2019-11-25,427.55541666666664
2019-11-26,427.52375
2019-11-27,427.55125
2019-11-28,427.91875
2019-11-29,428.71250000000003
2019-11-30,428.6658333333333
2019-12-01,428.21416666666664
2019-12-02,427.7283333333333
2019-12-03,427.56375
2019-12-04,427.6445833333333
2019-12-05,427.72875
2019-12-06,427.7825
2019-12-07,427.8595833333333
2019-12-08,427.89958333333334
2019-12-09,427.85625000000005
2019-12-10,427.8183333333333
2019-12-11,427.80749999999995
2019-12-12,427.74083333333334
2019-12-13,427.69249999999994
2019-12-14,427.6616666666667
2019-12-15,427.635
2019-12-16,427.615
2019-12-17,427.59291666666667
2019-12-18,427.51624999999996
2019-12-19,427.45374999999996
2019-12-20,427.4691666666667
2019-12-21,427.4504166666666
2019-12-22,427.4179166666667
2019-12-23,427.40208333333334
2019-12-24,427.3766666666667
2019-12-25,427.3041666666666
2019-12-26,427.20625
2019-12-27,427.1325
2019-12-28,427.10291666666666
2019-12-29,427.21625
2019-12-30,427.19166666666666
2019-12-31,427.1770833333333
2020-01-01,427.2420833333333
2020-01-02,427.23541666666665
2020-01-03,427.21875
2020-01-04,427.1770833333333
2020-01-05,427.1308333333333
2020-01-06,427.07958333333335
2020-01-07,427.10041666666666
2020-01-08,427.53
2020-01-09,427.5179166666667
2020-01-10,427.4575
2020-01-11,427.39208333333335
2020-01-12,427.3416666666667
2020-01-13,427.30541666666664
2020-01-14,427.2616666666666
2020-01-15,427.19416666666666
2020-01-16,427.17875000000004
2020-01-17,427.72208333333333
2020-01-18,427.88041666666663
2020-01-19,427.8183333333333
2020-01-20,427.75125
2020-01-21,427.69374999999997
2020-01-22,427.6333333333334
2020-01-23,427.6454166666667
2020-01-24,427.47875
2020-01-25,427.3883333333333
2020-01-26,427.295
2020-01-27,427.2175
2020-01-28,427.1404166666667
2020-01-29,427.0833333333333
2020-01-30,427.05958333333336
2020-01-31,427.5733333333333
2020-02-01,427.93625
2020-02-02,427.8533333333333
2020-02-03,427.81333333333333
2020-02-04,427.74541666666664
2020-02-05,427.62875
2020-02-06,427.5516666666667
2020-02-07,427.9529166666667
2020-02-08,428.1970833333333
2020-02-09,428.15625
2020-02-10,428.09125
2020-02-11,427.98499999999996
2020-02-12,427.8458333333333
2020-02-13,427.7175
2020-02-14,427.605
2020-02-15,427.52833333333336
2020-02-16,427.4570833333333
2020-02-17,427.3745833333333
2020-02-18,427.28
2020-02-19,427.18375
2020-02-20,427.1483333333333
2020-02-21,427.6766666666667
2020-02-22,428.0854166666666
2020-02-23,428.0016666666666
2020-02-24,427.90708333333333
2020-02-25,427.83500000000004
2020-02-26,427.74916666666667
2020-02-27,427.675
2020-02-28,427.59833333333336
2020-02-29,427.51458333333335
2020-03-01,427.35999999999996
2020-03-02,427.3320833333333
2020-03-03,427.87916666666666
2020-03-04,428.2929166666667
2020-03-05,428.22625
2020-03-06,428.1408333333334
2020-03-07,428.0508333333333
2020-03-08,427.9683333333333
2020-03-09,427.8845833333333
2020-03-10,427.8
2020-03-11,427.7183333333333
2020-03-12,427.6616666666667
2020-03-13,428.09375
2020-03-14,428.37166666666667
2020-03-15,428.24791666666664
2020-03-16,428.18375
2020-03-17,428.1233333333333
2020-03-18,428.0395833333334
2020-03-19,427.94458333333336
2020-03-20,427.8545833333333
2020-03-21,427.7691666666667
2020-03-22,427.68291666666664
2020-03-23,427.53583333333336
2020-03-24,427.445
2020-03-25,427.9075
2020-03-26,428.2704166666667
2020-03-27,428.1745833333334
2020-03-28,428.08666666666664
2020-03-29,428.00333333333333
2020-03-30,427.9291666666666
2020-03-31,427.84458333333333
2020-04-01,427.7029166666667
2020-04-02,427.56874999999997
2020-04-03,427.87208333333336
2020-04-04,428.17083333333335
2020-04-05,428.1033333333333
2020-04-06,428.03
2020-04-07,427.9433333333333
2020-04-08,427.84916666666663
2020-04-09,427.75
2020-04-10,427.66625
2020-04-11,427.57375
2020-04-12,427.43041666666664
2020-04-13,427.3695833333333
2020-04-14,427.9179166666667
2020-04-15,428.21625
2020-04-16,428.1225
2020-04-17,428.0308333333333
2020-04-18,427.9575
2020-04-19,427.8866666666667
2020-04-20,427.7895833333334
2020-04-21,427.6891666666667
2020-04-22,427.59291666666667
2020-04-23,427.5075
2020-04-24,427.41291666666666
2020-04-25,427.30875
2020-04-26,427.2091666666667
2020-04-27,427.12958333333336
2020-04-28,427.615
2020-04-29,428.05916666666667
2020-04-30,427.9979166666667
2020-05-01,427.84625
2020-05-02,427.715
2020-05-03,427.66291666666666
2020-05-04,427.57750000000004
2020-05-05,427.47125
2020-05-06,427.38625
2020-05-07,427.5808333333334
2020-05-08,427.76125
2020-05-09,427.6895833333333
2020-05-10,427.53375
2020-05-11,427.42375
2020-05-12,427.26624999999996
2020-05-13,427.1791666666666
2020-05-14,427.31583333333333
2020-05-15,427.61875000000003
2020-05-16,427.8341666666667
2020-05-17,427.78791666666666
2020-05-18,427.71583333333336
2020-05-19,427.65625
2020-05-20,427.58625
2020-05-21,427.5625
2020-05-22,427.61291666666665
2020-05-23,427.61375
2020-05-24,427.6970833333333
2020-05-25,427.65333333333336
2020-05-26,427.57916666666665
2020-05-27,427.4825
2020-05-28,427.41
2020-05-29,427.87583333333333
2020-05-30,428.2483333333333
2020-05-31,428.1641666666667
2020-06-01,428.05
2020-06-02,427.9708333333333
2020-06-03,427.95958333333334
2020-06-04,427.85833333333335
2020-06-05,427.7775
2020-06-06,427.77375
2020-06-07,427.69083333333333
2020-06-08,427.60875000000004
2020-06-09,427.55583333333334
2020-06-10,427.52708333333334
2020-06-11,427.5308333333333
2020-06-12,428.04833333333335
2020-06-13,428.30833333333334
2020-06-14,428.33125
2020-06-15,428.27208333333334
2020-06-16,428.2004166666666
2020-06-17,428.1375
2020-06-18,428.06125
2020-06-19,427.98
2020-06-20,427.88416666666666
2020-06-21,427.8620833333334
2020-06-22,428.0683333333333
2020-06-23,428.0020833333333
2020-06-24,427.9920833333333
2020-06-25,428.07750000000004
2020-06-26,428.0233333333333
2020-06-27,427.85875000000004
2020-06-28,428.12625
2020-06-29,428.06791666666663
2020-06-30,428.08916666666664
2020-07-01,427.9479166666667
2020-07-02,427.90916666666664
2020-07-03,427.8979166666666
2020-07-04,427.8745833333333
2020-07-05,427.8183333333333
2020-07-06,427.80583333333334
2020-07-07,427.87875
2020-07-08,427.79375
2020-07-09,427.74708333333336
2020-07-10,427.67875000000004
2020-07-11,427.93416666666667
2020-07-12,428.15375
2020-07-13,428.05916666666667
2020-07-14,427.95416666666665
2020-07-15,427.6879166666667
2020-07-16,427.315
2020-07-17,427.34999999999997
2020-07-18,427.2383333333333
2020-07-19,427.14375
2020-07-20,427.09708333333333
2020-07-21,427.3441666666667
2020-07-22,427.45125
2020-07-23,427.69374999999997
2020-07-24,427.85791666666665
2020-07-25,427.79041666666666
2020-07-26,427.56541666666664
2020-07-27,427.42
2020-07-28,427.65875
2020-07-29,427.9791666666667
2020-07-30,428.1504166666667
2020-07-31,428.11625000000004
2020-08-01,427.8945833333333
2020-08-02,427.7204166666667
2020-08-03,427.43416666666667
2020-08-04,427.54749999999996
2020-08-05,427.61999999999995
2020-08-06,428.0333333333333
2020-08-07,428.1970833333333
2020-08-08,427.99125000000004
2020-08-09,427.8570833333333
2020-08-10,427.65375
2020-08-11,427.75458333333336
2020-08-12,427.86041666666665
2020-08-13,427.98541666666665
2020-08-14,428.03
2020-08-15,427.7404166666667
2020-08-16,427.68
2020-08-17,427.56333333333333
2020-08-18,427.7395833333333
2020-08-19,427.93291666666664
2020-08-20,428.05583333333334
2020-08-21,428.16499999999996
2020-08-22,428.20625
2020-08-23,427.93625
2020-08-24,427.7679166666667
2020-08-25,427.7658333333333
2020-08-26,427.81874999999997
2020-08-27,427.8616666666667
2020-08-28,427.8866666666667
2020-08-29,427.8545833333333
2020-08-30,427.7808333333333
2020-08-31,427.7525
2020-09-01,427.94458333333336
2020-09-02,427.99
2020-09-03,427.9116666666667
2020-09-04,428.1095833333333
2020-09-05,428.1270833333333
2020-09-06,427.9816666666666
2020-09-07,427.81916666666666
2020-09-08,427.92
2020-09-09,428.00083333333333
2020-09-10,428.04583333333335
2020-09-11,427.84916666666663
2020-09-12,427.6504166666667
2020-09-13,428.44
2020-09-14,428.3145833333333
2020-09-15,428.1691666666666
2020-09-16,428.1575
2020-09-17,427.9841666666667
2020-09-18,427.71625
2020-09-19,427.55375000000004
2020-09-20,427.42625
2020-09-21,427.29791666666665
2020-09-22,427.5129166666666
2020-09-23,427.7891666666667
2020-09-24,427.77583333333337
2020-09-25,427.8733333333333
2020-09-26,427.92625
2020-09-27,427.84874999999994
2020-09-28,427.6095833333333
2020-09-29,427.89708333333334
2020-09-30,427.9704166666667
2020-10-01,428.3
2020-10-02,428.2941666666666
2020-10-03,428.11375
2020-10-04,427.97291666666666
2020-10-05,427.94624999999996
2020-10-06,428.01874999999995
2020-10-07,428.4725
2020-10-08,428.98583333333335
2020-10-09,428.8454166666667
2020-10-10,428.9570833333334
2020-10-11,428.98125000000005
2020-10-12,428.9454166666667
2020-10-13,428.59375
2020-10-14,428.5233333333333
2020-10-15,428.4433333333333
2020-10-16,428.6425
2020-10-17,428.91541666666666
2020-10-18,428.99375000000003
2020-10-19,428.90124999999995
2020-10-20,428.8983333333333
2020-10-21,428.90000000000003
2020-10-22,428.91291666666666
2020-10-23,428.9379166666667
2020-10-24,428.9804166666667
2020-10-25,428.98
2020-10-26,428.98333333333335
2020-10-27,428.90541666666667
2020-10-28,428.8516666666667
2020-10-29,428.98083333333335
2020-10-30,428.96541666666667
2020-10-31,428.97
2020-11-01,428.9820833333333
2020-11-02,428.98291666666665
2020-11-03,428.98291666666665
2020-11-04,428.8875
2020-11-05,428.7416666666666
2020-11-06,428.9158333333333
2020-11-07,428.98
2020-11-08,428.98083333333335
2020-11-09,428.8520833333334
2020-11-10,428.6758333333333
2020-11-11,428.90375
2020-11-12,428.96250000000003
2020-11-13,428.9575
2020-11-14,428.9475
2020-11-15,428.95374999999996
2020-11-16,428.99
2020-11-17,428.99
2020-11-18,428.99
2020-11-19,428.99
2020-11-20,428.99
2020-11-21,428.99
2020-11-22,428.99
2020-11-23,428.99
2020-11-24,428.99
2020-11-25,428.99
2020-11-26,428.99
2020-11-27,428.99
2020-11-28,428.99
2020-11-29,428.99
2020-11-30,428.97583333333336
2020-12-01,428.97875
2020-12-02,428.9779166666667
2020-12-03,428.9745833333334
2020-12-04,428.9845833333334
2020-12-05,428.9670833333333
2020-12-06,428.8725
2020-12-07,428.99
2020-12-08,428.99
2020-12-09,428.985
2020-12-10,428.9579166666667
2020-12-11,428.8825
2020-12-12,428.8308333333334
2020-12-13,428.86958333333337
2020-12-14,428.87000000000006
2020-12-15,428.87000000000006
2020-12-16,428.84666666666664
2020-12-17,428.7891666666667
2020-12-18,428.89208333333335
2020-12-19,428.9270833333333
2020-12-20,428.95
2020-12-21,428.9379166666667
2020-12-22,428.9008333333333
2020-12-23,428.9075
2020-12-24,428.8983333333333
2020-12-25,428.9004166666667
2020-12-26,428.9375
2020-12-27,428.835
2020-12-28,428.63625
2020-12-29,428.4316666666667
2020-12-30,428.4170833333333
2020-12-31,428.67333333333335
2021-01-01,428.7679166666667
2021-01-02,428.5725
2021-01-03,428.5741666666667
2021-01-04,428.55541666666664
2021-01-05,428.4158333333333
2021-01-06,428.38916666666665
2021-01-07,428.5083333333334
2021-01-08,428.58
2021-01-09,428.6366666666667
2021-01-10,428.65625
2021-01-11,428.6125
2021-01-12,428.7483333333333
2021-01-13,428.7395833333333
2021-01-14,428.65333333333336
2021-01-15,428.52458333333334
2021-01-16,428.49083333333334
2021-01-17,428.58375
2021-01-18,428.7320833333333
2021-01-19,428.6958333333334
2021-01-20,428.6695833333333
2021-01-21,428.6579166666666
2021-01-22,428.5620833333333
2021-01-23,428.53041666666667
2021-01-24,428.5254166666667
2021-01-25,428.5925
2021-01-26,428.4291666666666
2021-01-27,428.415
2021-01-28,428.44208333333336
2021-01-29,428.4220833333333
2021-01-30,428.46166666666664
2021-01-31,428.53458333333333
2021-02-01,428.4745833333333
2021-02-02,428.3458333333333
2021-02-03,428.31874999999997
2021-02-04,428.2816666666667
2021-02-05,428.23125
2021-02-06,428.19291666666663
2021-02-07,428.1345833333333
2021-02-08,428.07750000000004
2021-02-09,428.0004166666667
2021-02-10,427.94374999999997
2021-02-11,427.94458333333336
2021-02-12,428.06166666666667
2021-02-13,428.2604166666667
2021-02-14,428.3495833333333
2021-02-15,428.34708333333333
2021-02-16,428.35083333333336
2021-02-17,428.3420833333333
2021-02-18,428.4458333333334
2021-02-19,430.73791666666665
2021-02-20,428.3125
2021-02-21,428.27458333333334
2021-02-22,428.2245833333333
2021-02-23,428.1645833333334
2021-02-24,428.15124999999995
2021-02-25,428.0754166666666
2021-02-26,427.97166666666664
2021-02-27,427.8729166666667
2021-02-28,427.9683333333333
2021-03-01,428.07375
2021-03-02,427.97499999999997
2021-03-03,427.89958333333334
2021-03-04,427.9358333333334
2021-03-05,427.90916666666664
2021-03-06,427.86958333333337
2021-03-07,427.79333333333335
2021-03-08,427.6366666666667
2021-03-09,427.53541666666666
2021-03-10,427.44875
2021-03-11,427.39375
2021-03-12,427.53416666666664
2021-03-13,427.6233333333333
2021-03-14,427.7604166666667
2021-03-15,427.86958333333337
2021-03-16,428.0620833333333
2021-03-17,428.0708333333334
2021-03-18,428.0825
2021-03-19,428.10041666666666
2021-03-20,427.85125
2021-03-21,427.78375
2021-03-22,427.8770833333333
2021-03-23,427.7395833333333
2021-03-24,427.69624999999996
2021-03-25,427.695
2021-03-26,427.81750000000005
2021-03-27,427.77833333333336
2021-03-28,427.82666666666665
2021-03-29,427.84291666666667
2021-03-30,427.885
2021-03-31,427.82666666666665
2021-04-01,427.7191666666667
2021-04-02,427.67833333333334
2021-04-03,427.60625
2021-04-04,427.5641666666666
2021-04-05,427.74083333333334
2021-04-06,427.74291666666664
2021-04-07,427.80541666666664
2021-04-08,427.9145833333334
2021-04-09,427.99916666666667
2021-04-10,428.1895833333333
2021-04-11,428.32625
2021-04-12,428.41125000000005
2021-04-13,428.2920833333333
2021-04-14,428.17125000000004
2021-04-15,428.1575
2021-04-16,428.12166666666667
2021-04-17,428.01666666666665
2021-04-18,427.94083333333333
2021-04-19,427.8433333333333
2021-04-20,427.8691666666667
2021-04-21,427.86999999999995
2021-04-22,427.9579166666667
2021-04-23,427.88958333333335
2021-04-24,427.80958333333336
2021-04-25,427.62166666666667
2021-04-26,427.51125
2021-04-27,427.5833333333333
2021-04-28,427.6579166666667
2021-04-29,427.8925
2021-04-30,427.9508333333333
2021-05-01,427.88166666666666
2021-05-02,427.5829166666667
2021-05-03,427.45125
2021-05-04,427.55
2021-05-05,427.62083333333334
2021-05-06,427.94416666666666
2021-05-07,428.1758333333333
2021-05-08,428.0708333333334
2021-05-09,428.00333333333333
2021-05-10,428.09083333333336
2021-05-11,428.16833333333335
2021-05-12,428.2870833333333
2021-05-13,428.4704166666667
2021-05-14,428.6695833333333
2021-05-15,428.4483333333333
2021-05-16,428.2941666666666
2021-05-17,427.9220833333333
2021-05-18,427.87791666666664
2021-05-19,427.9895833333333
2021-05-20,428.0925
2021-05-21,427.94875
2021-05-22,427.9766666666667
2021-05-23,428.00125
2021-05-24,428.0229166666666
2021-05-25,428.37416666666667
2021-05-26,428.42291666666665
2021-05-27,428.3283333333333
2021-05-28,428.3845833333333
2021-05-29,428.295
2021-05-30,427.9783333333333
2021-05-31,428.00083333333333
2021-06-01,427.85791666666665
2021-06-02,427.87791666666664
2021-06-03,428.09833333333336
2021-06-04,428.14750000000004
2021-06-05,428.24916666666667
2021-06-06,428.4633333333333
2021-06-07,428.51
2021-06-08,428.4258333333333
2021-06-09,428.61625
2021-06-10,428.695
2021-06-11,428.6066666666666
2021-06-12,428.53
2021-06-13,428.54375
2021-06-14,428.38958333333335
2021-06-15,428.28875
2021-06-16,428.21875
2021-06-17,428.105
2021-06-18,427.93083333333334
2021-06-19,427.6408333333334
2021-06-20,427.4358333333333
2021-06-21,427.53041666666667
2021-06-22,427.49375000000003
2021-06-23,427.46125
2021-06-24,427.4725
2021-06-25,427.36625000000004
2021-06-26,427.34458333333333
2021-06-27,427.33874999999995
2021-06-28,427.4591666666667
2021-06-29,427.68208333333337
2021-06-30,427.72583333333336
2021-07-01,427.78833333333336
2021-07-02,427.61875000000003
2021-07-03,427.59916666666663
2021-07-04,427.4483333333333
2021-07-05,427.3433333333333
2021-07-06,427.43875
2021-07-07,427.60583333333335
2021-07-08,427.81583333333333
2021-07-09,427.72499999999997
2021-07-10,427.53749999999997
2021-07-11,426.96875
2021-07-12,427.2441666666667
2021-07-13,427.3204166666667
2021-07-14,427.48875
2021-07-15,427.6233333333334
2021-07-16,427.7291666666667
2021-07-17,427.5808333333334
2021-07-18,427.7079166666667
2021-07-19,427.75624999999997
2021-07-20,427.72625
2021-07-21,427.65708333333333
2021-07-22,427.55833333333334
2021-07-23,427.7516666666666
2021-07-24,427.99625
2021-07-25,427.92875000000004
2021-07-26,427.71333333333337
2021-07-27,427.88041666666663
2021-07-28,428.12208333333336
2021-07-29,428.25416666666666
2021-07-30,428.3925
2021-07-31,428.36625
2021-08-01,428.205
2021-08-02,428.07874999999996
2021-08-03,428.18666666666667
2021-08-04,428.3554166666667
2021-08-05,428.5425
2021-08-06,428.39625
2021-08-07,428.3041666666666
2021-08-08,427.9195833333333
2021-08-09,427.77791666666667
2021-08-10,427.71250000000003
2021-08-11,427.76125
2021-08-12,427.67375
2021-08-13,427.57916666666665
2021-08-14,427.47
2021-08-15,427.34999999999997
2021-08-16,427.2316666666666
2021-08-17,427.4158333333333
2021-08-18,427.5470833333333
2021-08-19,427.68249999999995
2021-08-20,427.60375
2021-08-21,427.49708333333336
2021-08-22,427.63625
2021-08-23,427.70458333333335
2021-08-24,427.8279166666667
2021-08-25,427.9558333333334
2021-08-26,428.0154166666667
2021-08-27,428.07666666666665
2021-08-28,428.12916666666666
2021-08-29,428.28625000000005
2021-08-30,428.38208333333336
2021-08-31,428.4591666666667
2021-09-01,428.41
2021-09-02,428.3570833333333
2021-09-03,428.21958333333333
2021-09-04,428.02416666666664
2021-09-05,428.45
2021-09-06,428.55791666666664
2021-09-07,428.5445833333333
2021-09-08,428.5641666666666
2021-09-09,428.5704166666667
2021-09-10,428.72208333333333
2021-09-11,428.50083333333333
2021-09-12,428.6895833333333
2021-09-13,428.715
2021-09-14,428.7270833333334
2021-09-15,428.81916666666666
2021-09-16,428.83875000000006
2021-09-17,428.66875
2021-09-18,428.5370833333333
2021-09-19,428.20625
2021-09-20,428.31541666666664
2021-09-21,428.4375
